Time_s;Displacement_mm;Force_N
0.0020000000949949;1.0227506e-05;0.270293706522492
0.0120000001043081;0.00019432262;0.270295468593138
0.0219999998807907;0.0009818407;0.270887985374225
0.0320000015199184;0.0014727609;0.269137732833114
0.0419999994337559;0.0017489037;0.270895324887994
0.0520000010728836;0.002403464;0.270024114763205
0.061999998986721;0.002965977;0.270906967199817
0.0719999969005585;0.0033443947;0.269740619315229
0.0820000022649765;0.0038659975;0.270864796251391
0.0920000001788139;0.004418283;0.268457983597588
0.101999998092651;0.0048989756;0.270154729682701
0.112000003457069;0.0053183036;0.269518964166452
0.122000001370907;0.005870589;0.27032956149859
0.131999999284744;0.006351282;0.269393873771748
0.142000004649162;0.0067706094;0.27080555678977
0.151999995112419;0.007292212;0.268694944799261
0.162000000476837;0.007926318;0.269495631739583
0.172000005841255;0.008386556;0.268599300723116
0.181999996304512;0.008877476;0.270368564182796
0.19200000166893;0.009460444;0.268338120640015
0.202000007033348;0.009849088;0.269226924095675
0.211999997496605;0.0102991;0.26865506018603
0.222000002861023;0.01087184;0.270134216396047
0.23199999332428;0.011332078;0.26897766440748
0.241999998688698;0.011833224;0.269577258285132
0.252000004053116;0.012232099;0.269881376617502
0.261999994516373;0.012774156;0.271359635747271
0.272000014781952;0.013346896;0.269913868376354
0.282000005245209;0.0137150865;0.27186592556079
0.291999995708466;0.014379875;0.271693696667919
0.301999986171722;0.01485034;0.27186430211402
0.312000006437302;0.015187847;0.271776862262633
0.321999996900558;0.015893545;0.272764000152222
0.331999987363815;0.016333329;0.272065079603009
0.342000007629395;0.016691292;0.272849812749511
0.351999998092651;0.017396988;0.271497014477105
0.361999988555908;0.01780609;0.272560989434484
0.372000008821487;0.018276555;0.271561625808697
0.381999999284744;0.018859522;0.272703092994833
0.391999989748001;0.01940158;0.273288820365512
0.40200001001358;0.019872045;0.27387445282082
0.412000000476837;0.020281145;0.272412549631818
0.421999990940094;0.020690247;0.273875574022777
0.432000011205673;0.021467537;0.272121681595636
0.44200000166893;0.02186641;0.272414718784578
0.451999992132187;0.022285737;0.273292768497179
0.462000012397766;0.02288916;0.274463563866746
0.472000002861023;0.023298262;0.273001656562476
0.48199999332428;0.023819864;0.273570012742848
0.492000013589859;0.02437215;0.273829810492095
0.501999974250793;0.024873296;0.274970109962497
0.512000024318695;0.025374444;0.274062964680069
0.522000014781952;0.025803998;0.27520750630332
0.532000005245209;0.026356285;0.274297332225217
0.541999995708466;0.026755158;0.275151194245529
0.551999986171722;0.027338125;0.275116679394363
0.561999976634979;0.02776768;0.275383734827607
0.572000026702881;0.02835065;0.275966366087935
0.582000017166138;0.028810887;0.276579763884311
0.592000007629395;0.029352944;0.276028244341532
0.601999998092651;0.029935913;0.276649217715584
0.611999988555908;0.030304102;0.276379454284012
0.621999979019165;0.030887071;0.278755382257342
0.632000029087067;0.031408675;0.278202594304988
0.642000019550323;0.031838227;0.278814097390257
0.65200001001358;0.032410968;0.2785569607542
0.662000000476837;0.032717794;0.279745864279819
0.671999990940094;0.033382583;0.277365184159322
0.681999981403351;0.033904187;0.279325665199131
0.691999971866608;0.034323514;0.279255749566229
0.702000021934509;0.034967847;0.280610777150762
0.712000012397766;0.035346262;0.279670204899594
0.722000002861023;0.03581673;0.281054219632029
0.73199999332428;0.036461063;0.28065429378611
0.741999983787537;0.036859933;0.281172772443433
0.751999974250793;0.037258804;0.280228787532118
0.762000024318695;0.03802587;0.281563345508472
0.772000014781952;0.038373604;0.280364679848585
0.782000005245209;0.03883384;0.282162692057513
0.791999995708466;0.039437268;0.281634167974914
0.801999986171722;0.03995887;0.282560446348699
0.811999976634979;0.040388424;0.282308140144257
0.822000026702881;0.04081798;0.28439577766082
0.832000017166138;0.041288447;0.28268483920498
0.842000007629395;0.04204528;0.283048140158167
0.851999998092651;0.042382788;0.282202237449649
0.861999988555908;0.042904392;0.284005988129436
0.871999979019165;0.043456677;0.283383171426748
0.882000029087067;0.04389646;0.284773590834331
0.892000019550323;0.044407833;0.28410483402377
0.90200001001358;0.044929437;0.285189355516541
0.912000000476837;0.045461267;0.284517246091306
0.921999990940094;0.04590105;0.285907665271901
0.931999981403351;0.046432883;0.284943059049867
0.941999971866608;0.04689312;0.285160151288245
0.952000021934509;0.047332898;0.283625644697259
0.962000012397766;0.048007917;0.285562508820307
0.972000002861023;0.048314743;0.285804728266137
0.98199999332428;0.04893862;0.287215621223909
0.991999983787537;0.04931704;0.285731024887779
1.00199997425079;0.049940914;0.286864510097689
1.01199996471405;0.050462518;0.286249018062927
1.02199995517731;0.050851163;0.287396250204591
1.03199994564056;0.051464815;0.287360356902852
1.04200005531311;0.05193528;0.287625333150329
1.05200004577637;0.05241597;0.285842260732803
1.06200003623962;0.052937575;0.286689229378327
1.07200002670288;0.053234175;0.286658787540477
1.08200001716614;0.05399101;0.287696406933056
1.09200000762939;0.054328516;0.287344900633645
1.10199999809265;0.05489103;0.288416500462376
1.11199998855591;0.05552513;0.287720634299134
1.12199997901917;0.055770595;0.287970204911738
1.13199996948242;0.05643538;0.287268963403439
1.14199995994568;0.05698767;0.287464878140765
1.15199995040894;0.057345632;0.287109785064967
1.16199994087219;0.057857003;0.288190331255488
1.17200005054474;0.058562703;0.287874858841116
1.182000041008;0.0588593;0.289346128950399
1.19200003147125;0.059411585;0.288192568416978
1.20200002193451;0.05993319;0.289963011891063
1.21200001239777;0.060516156;0.288517870068296
1.22200000286102;0.060925256;0.288237524886754
1.23199999332428;0.061334357;0.287957179312131
1.24199998378754;0.06186619;0.289435432983547
1.25199997425079;0.06259234;0.288872013069851
1.26199996471405;0.062899165;0.289466106864128
1.27199995517731;0.06342077;0.287983772695738
1.28199994564056;0.063993506;0.288486754961613
1.29200005531311;0.06441283;0.289011695141238
1.30200004577637;0.06497535;0.290101116792075
1.31200003623962;0.06546627;0.288860854080478
1.32200002670288;0.0659981;0.290247164789232
1.33200001716614;0.06645834;0.288718797967899
1.34200000762939;0.06699017;0.290105107343841
1.35199999809265;0.06732768;0.288594313719225
1.36199998855591;0.06791064;0.289680804291252
1.37199997901917;0.06855498;0.289658738747432
1.38199996948242;0.068810664;0.291145103018877
1.39199995994568;0.06948568;0.289745750459341
1.40199995040894;0.06980273;0.291237851157979
1.41199994087219;0.070487976;0.290424433277959
1.42200005054474;0.070968665;0.291931841112424
1.432000041008;0.071388;0.28992359271195
1.44200003147125;0.07200165;0.291443419079679
1.45200002193451;0.07244143;0.291484530824361
1.46200001239777;0.07294258;0.292993838995988
1.47200000286102;0.0734335;0.29121828820643
1.48199999332428;0.07378124;0.292935095802389
1.49199998378754;0.074497156;0.291394108477982
1.50199997425079;0.07484489;0.29194095579773
1.51199996471405;0.07550968;0.291575539633726
1.52199995517731;0.07601082;0.292983028586113
1.53199994564056;0.076358564;0.291482423479296
1.54200005531311;0.0770029;0.291996728478172
1.55200004577637;0.077473365;0.291360135476191
1.56200003623962;0.07788247;0.291900242949756
1.57200002670288;0.07839384;0.291844146681274
1.58200001716614;0.079079084;0.292153511291911
1.59200000762939;0.079375684;0.290992712282247
1.60199999809265;0.07997911;0.291888849768954
1.61199998855591;0.08051094;0.291612802797576
1.62199997901917;0.08104276;0.292799209802544
1.63199996948242;0.08145186;0.291349397250302
1.64199995994568;0.08184051;0.291946397088643
1.65199995040894;0.08244393;0.291965050632678
1.66199994087219;0.083088264;0.293739917937194
1.67200005054474;0.083415546;0.292287574299926
1.682000041008;0.08402919;0.29249513958807
1.69200003147125;0.08446898;0.29184397702316
