Time_s;Displacement_mm;Force_N
0.0020000000949949;0;0.614928581270559
0.0120000001043081;0.00023523266;0.615514723373195
0.0219999998807907;0.0008897931;0.613762988550341
0.0320000015199184;0.0014420785;0.615813112147782
0.0419999994337559;0.0017898136;0.614352354050107
0.0520000010728836;0.0022705065;0.615232166220482
0.061999998986721;0.0028739295;0.613772698188345
0.0719999969005585;0.0034057596;0.616115199222741
0.0820000022649765;0.0038250876;0.615236617930091
0.0920000001788139;0.0043057804;0.614287443677594
0.101999998092651;0.0048887483;0.614200470350907
0.112000003457069;0.005348986;0.615301786660212
0.122000001370907;0.005819451;0.614061616633783
0.131999999284744;0.006330827;0.615447782396874
0.142000004649162;0.006924022;0.613604340497274
0.151999995112419;0.0074149426;0.614701036840791
0.162000000476837;0.007824043;0.614055050049441
0.172000005841255;0.008355873;0.615730651719478
0.181999996304512;0.0088877035;0.613906356468268
0.19200000166893;0.00926612;0.61476101544712
0.202000007033348;0.009859317;0.614432736748504
0.211999997496605;0.0102991;0.614113755522987
0.222000002861023;0.0107797915;0.613499787718421
0.23199999332428;0.011219575;0.615228215526339
0.241999998688698;0.011802543;0.614608110817919
0.252000004053116;0.012232099;0.614874694175846
0.261999994516373;0.012794611;0.615425781370102
0.272000014781952;0.013367351;0.615976201185155
0.282000005245209;0.013582129;0.616255802140023
0.291999995708466;0.014298054;0.616452116040999
0.301999986171722;0.014758293;0.615491410009288
0.312000006437302;0.015249212;0.616865146838772
0.321999996900558;0.015699223;0.617368748929536
0.331999987363815;0.0163231;0.618425936848772
0.342000007629395;0.016762882;0.618638907162716
0.351999998092651;0.017325398;0.619999697326549
0.361999988555908;0.017744726;0.618753874626519
0.372000008821487;0.018337918;0.620109117367908
0.381999999284744;0.018777704;0.619740178591706
0.391999989748001;0.019207258;0.621189063411817
0.40200001001358;0.0198925;0.620582494706765
0.412000000476837;0.020291373;0.62203234598022
0.421999990940094;0.020812975;0.621723426357343
0.432000011205673;0.021262987;0.623171713943445
0.44200000166893;0.021835726;0.622861140305512
0.451999992132187;0.02235733;0.623722158756146
0.462000012397766;0.022776656;0.622831462629764
0.472000002861023;0.023349399;0.624568326860218
0.48199999332428;0.023819864;0.623668863506751
0.492000013589859;0.024331238;0.625933001633606
0.501999974250793;0.024832385;0.623811245539859
0.512000024318695;0.02535399;0.626658825479456
0.522000014781952;0.025752861;0.625722213161543
0.532000005245209;0.026366511;0.626801173919317
0.541999995708466;0.026806295;0.625273534204131
0.551999986171722;0.02735858;0.627239062579489
0.561999976634979;0.027869957;0.626285766075437
0.572000026702881;0.028258601;0.627398087901448
0.582000017166138;0.02888248;0.626744451243757
0.592000007629395;0.029219987;0.629398343229224
0.601999998092651;0.029802954;0.627972896061127
0.611999988555908;0.030375695;0.630349268172536
0.621999979019165;0.030846158;0.629501699159926
0.632000029087067;0.031357534;0.63070414985417
0.642000019550323;0.031776864;0.629560850078825
0.65200001001358;0.032370057;0.631938449350063
0.662000000476837;0.032809842;0.629626498537449
0.671999990940094;0.033484858;0.631105416369502
0.681999981403351;0.033822365;0.630162242319831
0.691999971866608;0.034313284;0.632114152375742
0.702000021934509;0.034814432;0.63113909052004
0.712000012397766;0.035397403;0.632488058898965
0.722000002861023;0.035826955;0.63123445407701
0.73199999332428;0.03638947;0.632294923484626
0.741999983787537;0.036839478;0.631329815262432
0.751999974250793;0.037340626;0.632987220478166
0.762000024318695;0.03789291;0.63200222973271
0.772000014781952;0.038363375;0.633665577264209
0.782000005245209;0.03889521;0.632422048224389
0.791999995708466;0.03929408;0.633604188696999
0.801999986171722;0.039917957;0.632453330853798
0.811999976634979;0.040357742;0.633929231756428
0.822000026702881;0.040920254;0.633946435634124
0.832000017166138;0.04133958;0.634544209832282
0.842000007629395;0.041891865;0.63339115967938
0.851999998092651;0.042485066;0.635456720023824
0.861999988555908;0.042883936;0.633713977184128
0.871999979019165;0.043415766;0.634900219593966
0.882000029087067;0.04390669;0.634839886127655
0.892000019550323;0.04441806;0.635352873621763
0.90200001001358;0.04490898;0.634113828771423
0.912000000476837;0.045430586;0.635502904389468
0.921999990940094;0.04590105;0.634851667541171
0.931999981403351;0.046340834;0.634789768377278
0.941999971866608;0.046903346;0.634125594716421
0.952000021934509;0.047353357;0.636402225063674
0.962000012397766;0.0480386;0.636013305291175
0.972000002861023;0.04837611;0.636843259462874
0.98199999332428;0.048877254;0.635609965927957
0.991999983787537;0.049439766;0.63648773349866
1.00199997425079;0.04966477;0.636487852321571
1.01199996471405;0.050462518;0.637365742662571
1.02199995517731;0.050994348;0.636781062070991
1.03199994564056;0.051382992;0.637658735839775
1.04200005531311;0.051925052;0.636489039462133
1.05200004577637;0.052375063;0.637074264405275
1.06200003623962;0.052998938;0.636489599344972
1.07200002670288;0.053469405;0.637656866077853
1.08200001716614;0.054001234;0.636762583105183
1.09200000762939;0.05440011;0.637919912811942
1.10199999809265;0.054880798;0.637319735578482
1.11199998855591;0.055422857;0.638472607423589
1.12199997901917;0.055934235;0.638456438679748
1.13199996948242;0.056404702;0.63873403292517
1.14199995994568;0.05693653;0.637839716372965
1.15199995040894;0.057447907;0.639286015870156
1.16199994087219;0.0579286;0.638685845089582
1.17200005054474;0.05846043;0.640126508504136
1.182000041008;0.058961574;0.638036291113639
1.19200003147125;0.059472952;0.639747579351149
1.20200002193451;0.05996387;0.639120683906704
1.21200001239777;0.06046502;0.639662874261013
1.22200000286102;0.060986623;0.638740887661625
1.23199999332428;0.061477546;0.641038870071304
1.24199998378754;0.061917327;0.63983134878078
